id,categoria_real,prediccion_rna_1,prediccion_rna_2
1.5029867641306255e+18,cara,cara,cara
8.12452189574855e+17,media,media,media
7.137268704078235e+17,barata,barata,barata
1.3950723898247107e+18,barata,media,barata
1.1472439784760598e+18,barata,barata,barata
1.3560455838835753e+18,cara,cara,cara
1.1459370675490902e+18,barata,barata,barata
1.1533563820167526e+18,barata,barata,barata
8.681690751887373e+17,cara,cara,cara
1.3271449762846254e+18,barata,media,media
9.144677583326106e+17,cara,cara,cara
1.4676092299703718e+18,barata,media,media
1.2305290530597558e+18,media,media,media
35348483.0,cara,media,media
1.4175905311812319e+18,media,cara,cara
8.450694360976485e+17,barata,barata,barata
1.4677676763961818e+18,media,cara,cara
578041.0,media,barata,barata
1.288421823668539e+18,cara,cara,cara
1.4841441081440259e+18,barata,media,barata
17235504.0,barata,barata,barata
23617196.0,media,media,media
9.269304424676274e+17,barata,barata,barata
8.480847707351245e+17,cara,cara,cara
9934711.0,cara,cara,cara
1.3548163182492823e+18,cara,cara,cara
13149571.0,barata,barata,barata
18078308.0,cara,cara,cara
39719604.0,cara,cara,cara
54331546.0,barata,barata,barata
1.1678539544012142e+18,media,media,media
54306530.0,cara,cara,cara
9.197020784761032e+17,barata,media,barata
1.5137831976484864e+18,barata,media,media
9.385137936288097e+17,barata,media,media
22226379.0,barata,media,barata
1.463227918328211e+18,cara,cara,cara
6.092853214173554e+17,barata,media,media
39990626.0,barata,barata,barata
23628273.0,barata,barata,barata
31191457.0,barata,barata,barata
5.746394754699662e+17,media,cara,cara
37333237.0,media,cara,media
37691265.0,barata,barata,barata
8.768457283533606e+17,media,cara,media
1.1478647957286104e+18,cara,cara,cara
27831530.0,cara,cara,cara
16894082.0,media,cara,cara
51728958.0,barata,barata,barata
53432645.0,cara,cara,cara
7.348575780289363e+17,media,media,media
32241153.0,barata,barata,barata
32877806.0,barata,barata,barata
9.137728767410637e+17,media,media,media
28736652.0,barata,barata,barata
14137664.0,barata,media,media
1.3705690890835845e+18,media,media,media
4955455.0,media,barata,barata
13442374.0,media,media,media
48854687.0,media,media,media
44152404.0,media,barata,barata
43817059.0,cara,cara,cara
33516752.0,media,media,media
29217663.0,barata,media,barata
1.4446743114326725e+18,barata,barata,barata
1.1118935616184963e+18,media,media,media
1.4817732257960512e+18,cara,cara,cara
1.1491452590901393e+18,barata,media,media
1.4754642095349885e+18,media,media,media
7.499728256769522e+17,media,media,media
6.515747831701841e+17,cara,barata,barata
1.3797826847993682e+18,cara,media,cara
8.143229002025306e+17,cara,media,cara
1.1762353874096591e+18,cara,media,media
1.387860618174352e+18,media,media,media
9113579.0,media,media,media
9.244593121688582e+17,barata,media,media
7.33524969010072e+17,barata,media,barata
51620079.0,media,cara,cara
12136030.0,cara,cara,cara
8.189461997019173e+17,media,media,media
31986507.0,barata,barata,barata
53691210.0,barata,barata,barata
1.0191274646519406e+18,media,media,media
30300466.0,barata,media,barata
35281469.0,barata,barata,barata
49508626.0,media,media,barata
8.372029897086308e+17,barata,media,media
37785541.0,cara,media,cara
1.3800431786098545e+18,barata,barata,barata
5195252.0,barata,barata,barata
9.269086821395951e+17,media,media,media
43159711.0,cara,cara,cara
52719151.0,barata,barata,barata
53831867.0,media,barata,barata
9.906087691165999e+17,cara,cara,cara
1.4950499776245773e+18,media,cara,cara
48645918.0,media,cara,media
6.58903173622642e+17,barata,barata,barata
48897788.0,cara,cara,cara
9.886485320143756e+17,barata,media,media
20652945.0,media,media,media
52421255.0,media,media,media
3656168.0,barata,barata,barata
30209898.0,cara,media,media
1.1444351900978659e+18,media,media,media
8.445383976469763e+17,media,media,media
21420592.0,media,media,media
1.1459254417301187e+18,barata,media,media
8.661236548261761e+17,barata,barata,barata
52284870.0,media,media,media
11064831.0,barata,media,barata
1.2856455282394929e+18,media,media,media
1.3399702458213975e+18,cara,cara,cara
1.3764172054630088e+18,barata,barata,barata
6106370.0,barata,media,barata
1.4290136847408722e+18,barata,media,barata
1.3549124604881764e+18,barata,barata,media
1.449270081133684e+18,media,media,media
8.037702961464485e+17,cara,cara,cara
32551996.0,media,media,media
1.299321928704955e+18,cara,cara,cara
5.629952518909617e+17,barata,barata,barata
1.4717432817740918e+18,barata,barata,barata
36000094.0,barata,barata,barata
8869925.0,cara,cara,cara
9.800901451352401e+17,barata,barata,barata
27879644.0,barata,barata,barata
1.1894905610009236e+18,media,media,media
48794282.0,barata,barata,barata
14967813.0,cara,cara,cara
16018100.0,barata,barata,barata
1.487063751309107e+18,cara,cara,cara
49177711.0,media,media,media
1.4836409734807928e+18,cara,media,media
1.4107943958733036e+18,cara,cara,cara
1.18325450906927e+18,barata,barata,barata
1.2541696688050918e+18,cara,cara,cara
1.1424490684065486e+18,barata,media,media
1.4903702169089825e+18,barata,barata,barata
1.2581931800612206e+18,cara,cara,cara
52382902.0,barata,barata,barata
9.235958153982373e+17,barata,barata,barata
40314684.0,media,media,media
7.348213028845655e+17,cara,cara,cara
53707579.0,cara,media,media
9.155469427877316e+17,cara,cara,cara
42118859.0,barata,barata,barata
41865216.0,media,media,media
6759439.0,barata,media,media
1.465435984495325e+18,cara,media,media
54018424.0,barata,barata,barata
48147712.0,barata,barata,barata
1.1380218548062482e+18,barata,barata,barata
8.190105039064014e+17,cara,cara,cara
1.2991408454285617e+18,barata,barata,barata
42255826.0,barata,barata,barata
6758482.0,barata,media,media
48956112.0,cara,media,cara
6.8181897770343e+17,cara,cara,cara
9.74103198347048e+17,media,media,barata
1.3866186226357652e+18,barata,barata,barata
1.0316563976334342e+18,cara,cara,cara
8.449579130539539e+17,cara,cara,cara
1.4044514337795415e+18,barata,barata,barata
52321023.0,cara,cara,cara
1.4980490702486894e+18,cara,cara,cara
1.2777534168465646e+18,barata,barata,barata
1.218070210906329e+18,media,media,cara
820073.0,cara,cara,cara
1.4066262123573117e+18,media,media,media
7.748911665874743e+17,cara,media,media
1.498522990682632e+18,barata,barata,barata
49213246.0,cara,cara,cara
1.4705553762750436e+18,barata,barata,barata
1092871.0,media,media,media
5.695239089060985e+17,media,media,media
53033446.0,media,barata,barata
6.353448786920221e+17,barata,media,media
21836513.0,barata,barata,barata
1.3740617940311565e+18,barata,barata,barata
1.3761227090950986e+18,barata,media,media
8.769271444190075e+17,media,media,cara
30963404.0,media,barata,media
1.4813228164180887e+18,barata,barata,barata
6.951148641693581e+17,media,media,media
18886077.0,barata,barata,barata
1.2917278431875914e+18,barata,media,media
32815444.0,barata,barata,barata
1.4478414871568236e+18,media,cara,cara
9.5513172073944e+17,barata,barata,barata
1.2840258225212426e+18,barata,media,media
9.70988390496916e+17,cara,cara,cara
1.1430276953525527e+18,media,media,media
34201107.0,barata,barata,barata
7.304381416980671e+17,media,media,media
16713480.0,barata,media,media
1.5138776279025797e+18,barata,barata,barata
1.4044293629573847e+18,cara,cara,cara
5.5357768912420685e+17,media,barata,barata
1.1010361688591949e+18,media,media,media
12886507.0,media,barata,barata
29796733.0,cara,barata,barata
1.3755295337219039e+18,cara,cara,cara
1.4204243299456166e+18,cara,cara,cara
1.2719319522509437e+18,barata,media,barata
1.3162687857101007e+18,barata,media,media
32106693.0,barata,barata,barata
38106470.0,cara,media,media
8869693.0,media,cara,media
49707308.0,barata,barata,barata
48353761.0,cara,media,media
6.564301930925336e+17,cara,cara,cara
1.3251108314083625e+18,barata,barata,barata
1.4866422148853806e+18,barata,barata,barata
18224302.0,media,media,media
1.353781914920983e+18,media,media,media
7.356253338083756e+17,media,media,media
7763124.0,barata,barata,barata
52800949.0,media,media,media
1.1773045892789706e+18,media,media,media
1.2448593175069143e+18,media,barata,barata
1.0050236191595818e+18,barata,barata,barata
8633824.0,barata,barata,barata
1.2391972578137772e+18,barata,barata,barata
6.724578587611875e+17,media,barata,barata
1.3496688445726822e+18,barata,media,media
47787598.0,media,media,barata
8.309865457299951e+17,cara,media,media
1.136149976587614e+18,cara,cara,cara
1.4626377708920858e+18,media,media,barata
1.1587707332177009e+18,cara,cara,cara
1.1667382246796137e+18,barata,barata,barata
1.2011610989596076e+18,barata,barata,barata
8.47910341230678e+17,media,cara,media
1.1509282567719882e+18,cara,media,media
12783081.0,media,media,media
6.660474983635645e+17,media,media,media
1.417672775200504e+18,media,media,media
1.4038914505177021e+18,barata,barata,barata
7.354239374329565e+17,barata,media,media
9.094177201473041e+17,media,media,barata
46273577.0,media,barata,barata
1.4714000051500283e+18,barata,media,media
36229440.0,media,barata,barata
1.1756606930764132e+18,barata,barata,barata
8.212295399241682e+17,cara,cara,cara
1.2580016507193859e+18,cara,cara,cara
1.452311318978198e+18,barata,barata,barata
53296032.0,media,media,media
1.3784544939526602e+18,barata,barata,barata
14674974.0,cara,cara,cara
24737866.0,media,barata,barata
53330616.0,media,media,barata
1.5016053123250038e+18,cara,cara,cara
47437149.0,media,media,media
7.225376705100563e+17,cara,cara,cara
52258289.0,cara,cara,cara
48850244.0,media,media,media
15128321.0,barata,barata,barata
54404543.0,media,media,media
20874032.0,media,cara,media
8.955689354311232e+17,media,media,media
50770780.0,media,media,media
1.199874863247154e+18,cara,cara,cara
1.2794313470697682e+18,barata,barata,barata
1.0304794768621417e+18,cara,cara,cara
1.4031165508304343e+18,media,cara,cara
9.887780900430171e+17,barata,barata,barata
6.955724897377609e+17,cara,cara,cara
7.698316275820695e+17,media,media,media
38160741.0,barata,barata,barata
14068513.0,media,media,media
1.4885978161230653e+18,barata,media,media
29630511.0,barata,barata,barata
1.345313514179593e+18,media,media,media
7.700627473995639e+17,cara,cara,cara
51103508.0,cara,cara,cara
563735.0,barata,barata,barata
1.4163071489327437e+18,media,media,media
1.3914138008185551e+18,cara,cara,cara
1.444550318214588e+18,cara,cara,cara
10734035.0,barata,media,barata
50329912.0,media,barata,barata
1.2624791908219256e+18,media,barata,barata
1.1048244009752736e+18,cara,cara,cara
6.51488133561344e+17,cara,cara,cara
256422.0,media,media,barata
1.5012019801556068e+18,barata,media,media
6.883346390743261e+17,barata,barata,barata
1.3307302620748933e+18,barata,barata,media
751847.0,media,media,media
9.182271742975835e+17,media,media,cara
27339519.0,media,media,media
1.0772938438576796e+18,barata,barata,barata
24901926.0,media,media,media
42980657.0,barata,barata,barata
37572442.0,media,media,media
8.625630625687597e+17,cara,media,media
6.094447673805805e+17,barata,media,barata
1.4074004399604662e+18,media,barata,barata
7.868057708021594e+17,cara,media,media
1.3771053618234025e+18,cara,cara,cara
23724012.0,barata,barata,barata
20731539.0,cara,cara,cara
8.071216664068393e+17,barata,barata,media
1.423801103129884e+18,cara,cara,cara
6.68932652455639e+17,barata,barata,barata
24349434.0,barata,barata,barata
7.669073992409124e+17,media,media,media
1.1331173873839546e+18,cara,cara,cara
5.5719622323529626e+17,barata,barata,barata
8.824834498093582e+17,media,media,media
52705603.0,cara,cara,cara
45898407.0,cara,cara,cara
34154435.0,cara,cara,cara
1.49804906970718e+18,cara,cara,cara
1.473338531026759e+18,cara,cara,media
37253973.0,media,media,media
8.55957811810607e+17,barata,barata,barata
1.417353186374198e+18,barata,barata,barata
1.4958813431197624e+18,cara,cara,cara
1.2589487651312668e+18,cara,cara,cara
1.2247873750829862e+18,cara,cara,cara
47431502.0,barata,barata,barata
6.752616177796777e+17,media,media,media
17254241.0,barata,barata,barata
1.3749755925732365e+18,barata,media,media
53380842.0,barata,barata,barata
9.636479760866469e+17,media,cara,media
19263774.0,barata,barata,barata
5.593749391092036e+17,barata,media,barata
46103886.0,media,media,media
8.11458646889835e+17,media,media,media
16970022.0,barata,barata,barata
1.4477487782944517e+18,cara,cara,cara
9.130930338333352e+17,barata,media,media
1349377.0,barata,barata,barata
19087567.0,barata,barata,barata
8.159841495196932e+17,media,media,media
1.320819568464562e+18,cara,cara,cara
9.417164139503396e+17,media,media,media
9.959407225734792e+17,cara,cara,cara
22651009.0,barata,barata,media
1.4651879728111972e+18,cara,cara,cara
1.4248764248117215e+18,cara,cara,cara
1.1525630403719552e+18,media,barata,barata
51278722.0,barata,barata,barata
5.553144573477989e+17,barata,barata,barata
39780009.0,barata,media,barata
53341973.0,barata,cara,cara
1.13557843870638e+18,cara,cara,cara
1.0348743010776806e+18,barata,barata,barata
54047272.0,cara,cara,cara
1.4004795956595098e+18,cara,cara,cara
1.2248300169972905e+18,barata,barata,barata
5.81169400130628e+17,cara,cara,cara
21295392.0,barata,barata,barata
9.404179072948371e+17,media,media,media
14865465.0,barata,barata,barata
1.0217084036435648e+18,media,barata,barata
5.456221007579279e+17,cara,cara,cara
43817859.0,cara,cara,cara
45364611.0,cara,cara,cara
8.015938486819119e+17,barata,cara,cara
53412374.0,cara,media,cara
1.2551705240024768e+18,media,media,media
26075986.0,cara,cara,cara
22638274.0,cara,cara,cara
42066606.0,cara,cara,cara
7.109553249429772e+17,media,media,media
7.146407485681048e+17,cara,cara,cara
20698654.0,media,cara,cara
7.718722176455318e+17,cara,cara,cara
9.095333534492552e+17,media,media,media
5.6946981110680474e+17,media,barata,media
37301892.0,media,media,media
1.3617587245368896e+18,barata,barata,barata
31015574.0,cara,cara,cara
32362306.0,media,media,media
1.0747679681767128e+18,media,barata,barata
1.3445398210115814e+18,cara,cara,cara
1.244971512838731e+18,barata,barata,barata
1.2392508771516815e+18,media,media,media
35546923.0,barata,barata,barata
1.1021916102074286e+18,media,cara,media
5.99101808911768e+17,barata,barata,barata
8.79559046315184e+17,cara,cara,cara
1.46604832034514e+18,barata,barata,barata
43912689.0,cara,cara,cara
1.1139183331054803e+18,cara,media,media
41826932.0,cara,media,barata
6.839183857937358e+17,cara,cara,cara
33420722.0,media,media,media
1880094.0,barata,barata,barata
9.731502497507557e+17,media,cara,cara
5.996331429416303e+17,barata,barata,barata
1.4509864159581463e+18,cara,media,cara
9.889865973878209e+17,cara,media,media
5.594354596262897e+17,cara,cara,cara
53155451.0,barata,barata,barata
1.2848172086046083e+18,barata,media,media
52354242.0,cara,media,media
6.571876685892243e+17,media,cara,cara
1.4523119148899092e+18,barata,barata,barata
30963469.0,cara,media,media
53656688.0,media,barata,barata
9.507632650358095e+17,cara,cara,cara
9.52944326577724e+17,media,media,media
9.689495942133709e+17,cara,media,media
1.0145727987328637e+18,media,media,media
8.564465442261737e+17,media,media,media
5.820328902215665e+17,barata,barata,barata
52204426.0,cara,cara,cara
5630368.0,barata,barata,barata
1.1713204530635182e+18,media,media,media
8.067375074656105e+17,media,media,media
1.3130323282546166e+18,cara,cara,cara
1.500205516608155e+18,media,barata,barata
7.586578598353722e+17,cara,cara,cara
5.933629650256412e+17,cara,cara,media
5.92638086409776e+17,cara,cara,cara
1.501509415838774e+18,media,cara,cara
9.412974670019311e+17,barata,barata,barata
8.485282206575884e+17,barata,cara,cara
46264230.0,cara,cara,cara
1.410163453788547e+18,cara,cara,cara
1.08513208385144e+18,media,media,media
8.54396206564215e+17,cara,media,barata
49181946.0,media,media,barata
9.001534592984456e+17,barata,barata,barata
27542456.0,cara,media,media
52935429.0,media,barata,media
1.4850090559330033e+18,media,barata,barata
1.034311601238678e+18,media,barata,barata
54150690.0,cara,cara,cara
24452373.0,media,media,media
7.38454498156741e+17,cara,media,media
7514166.0,barata,barata,barata
1.39144881815034e+18,cara,media,media
1.4946038493045025e+18,barata,barata,barata
1.0957748234926616e+18,barata,barata,barata
8.67381115316215e+17,cara,cara,cara
1.0145118174267924e+18,cara,cara,cara
1.0836643605823514e+18,cara,cara,cara
8.931041765900855e+17,cara,cara,cara
1.4414027552309043e+18,media,media,media
48833075.0,media,cara,media
1.203563126669053e+18,barata,barata,barata
673201.0,barata,barata,barata
53593391.0,media,media,media
9.902991485296828e+17,barata,media,media
1.4683247365677033e+18,barata,barata,barata
7.060483678131535e+17,media,media,media
7.016783860299607e+17,media,barata,barata
7.673387471349463e+17,cara,cara,cara
22654418.0,media,media,barata
1.4097231123079327e+18,cara,cara,cara
7.718478828406268e+17,cara,cara,cara
1.4290311304578767e+18,media,media,barata
16529530.0,barata,barata,barata
7.26199037925351e+17,barata,barata,barata
49176921.0,media,cara,cara
1.3790263179748516e+18,barata,barata,barata
41196192.0,cara,cara,cara
1.4698968857456364e+18,barata,barata,barata
22389768.0,media,barata,barata
43805291.0,media,cara,media
19403129.0,barata,barata,barata
1.2629905410681272e+18,cara,cara,cara
43489483.0,media,media,media
7.826075907709215e+17,media,media,media
2345741.0,cara,media,cara
9.607561727311727e+17,media,media,media
6091637.0,barata,barata,barata
6528867.0,media,media,cara
1.0103841399149961e+18,media,barata,barata
1.1210457318457898e+18,cara,cara,cara
1.383045685049121e+18,cara,media,media
6.920476505024841e+17,cara,cara,cara
40917369.0,barata,barata,barata
1.477993644216957e+18,media,barata,barata
26776933.0,media,barata,barata
1.017630452255732e+18,barata,barata,barata
49708095.0,media,media,media
1.4479632028472783e+18,cara,cara,cara
5.7590177704123546e+17,barata,barata,barata
7.74609938641168e+17,cara,cara,cara
31987546.0,cara,cara,cara
1.284830703199091e+18,media,media,media
8.86500065896435e+17,cara,cara,cara
1.3026001015673956e+18,barata,media,media
1.427654511033467e+18,cara,cara,cara
35785953.0,cara,cara,cara
9.794390882823272e+17,cara,cara,cara
41799383.0,media,barata,barata
1.390879969468623e+18,media,media,media
7992837.0,media,barata,barata
1.0173317767286981e+18,barata,barata,barata
1.4292661078464197e+18,cara,cara,cara
3828601.0,cara,cara,cara
1.4432809963299574e+18,barata,barata,barata
8.059516664685389e+17,media,media,media
6.855582559256913e+17,cara,cara,barata
40402996.0,cara,barata,media
50330461.0,barata,barata,barata
1.402130255292559e+18,cara,cara,cara
9.980193208793123e+17,barata,barata,barata
51564568.0,media,media,media
53261948.0,media,cara,cara
319894.0,media,barata,media
53115783.0,media,cara,media
1.0670025408468657e+18,media,media,media
1.2812289562923456e+18,barata,cara,barata
27888264.0,cara,cara,cara
9.877450989361409e+17,media,media,media
1.2123236829530888e+18,barata,barata,barata
45206243.0,media,media,media
1.3260264557612132e+18,barata,barata,barata
5.4860630852347866e+17,barata,barata,barata
37713530.0,cara,cara,cara
6.816081854723877e+17,media,media,media
12793229.0,cara,cara,cara
32338927.0,media,media,media
8.043184260254612e+17,cara,cara,cara
17787277.0,barata,barata,barata
41299436.0,barata,media,media
1.1321035159963571e+18,cara,cara,cara
1.0666044086248324e+18,cara,cara,cara
22150002.0,barata,media,media
6.697126535595217e+17,cara,cara,cara
53626689.0,media,media,media
6.148183866153756e+17,media,media,cara
26549373.0,barata,barata,barata
1.506001541291093e+18,barata,barata,barata
50548393.0,media,media,barata
6.944178774971183e+17,cara,cara,cara
1.1559055298462738e+18,barata,barata,barata
6.030911370516067e+17,cara,cara,cara
47911586.0,cara,cara,cara
6.709601777526587e+17,barata,barata,barata
8.493698620660462e+17,barata,barata,barata
1.057288583699944e+18,media,barata,barata
46529406.0,barata,barata,barata
9.071739260311299e+17,cara,cara,cara
1.3981257499288783e+18,media,media,media
1.167753924730878e+18,media,media,cara
53622334.0,cara,cara,cara
1.337839641031628e+18,media,barata,barata
8.09402769022879e+17,barata,barata,barata
7.721004607443191e+17,media,media,media
6.393662252689311e+17,media,media,media
1.3233680842571725e+18,cara,cara,cara
44535810.0,barata,barata,barata
9.608037018410273e+17,cara,cara,cara
1.220303847910107e+18,barata,barata,barata
39224270.0,media,cara,media
1.488534715504425e+18,media,cara,cara
8.48076419972664e+17,barata,barata,barata
7.201183307577025e+17,barata,barata,barata
1.1060197111861207e+18,barata,barata,barata
39248042.0,barata,barata,barata
5.791556373961998e+17,barata,barata,barata
1.4372565319241884e+18,media,cara,cara
1.0601060778282615e+18,barata,media,media
6.499930056917958e+17,cara,media,media
53756471.0,cara,cara,cara
1.1022219751219338e+18,barata,media,media
9.920262023272709e+17,barata,barata,barata
1.1900693754190932e+18,media,barata,barata
8.386445856774903e+17,barata,media,media
7.763366289892545e+17,barata,media,media
29281816.0,cara,media,media
1.4238489820027192e+18,cara,cara,cara
48103961.0,barata,barata,barata
7.61529273300663e+17,barata,barata,barata
6.227485195404092e+17,media,media,media
6.507793190236655e+17,cara,cara,cara
888029.0,barata,barata,barata
1.2256127988034732e+18,barata,barata,barata
6.232333452492193e+17,cara,cara,media
8.067755400801526e+17,barata,barata,barata
8.573409477834758e+17,barata,media,media
8.021344372026253e+17,barata,barata,barata
7.064107295410734e+17,barata,media,barata
53296414.0,media,media,media
9.702532056103223e+17,media,media,media
19489675.0,cara,media,barata
8.793643947737697e+17,media,barata,barata
7.644806396641221e+17,cara,cara,media
8.551781637137678e+17,barata,barata,barata
1.0410832056602728e+18,media,cara,cara
14427730.0,media,media,media
48926392.0,media,cara,media
9.644228537811575e+17,barata,barata,barata
39895130.0,media,media,media
12756776.0,media,cara,cara
1.3576240064840515e+18,cara,cara,media
6.748191771089279e+17,barata,barata,barata
46001922.0,media,media,media
1.1777676232057226e+18,barata,barata,barata
18272277.0,media,cara,cara
1.501553793941124e+18,media,media,cara
1.505265811997711e+18,barata,barata,barata
53814227.0,cara,cara,cara
1.4463815207281428e+18,cara,media,cara
1.0334375582154414e+18,barata,media,media
1.1870441416315238e+18,barata,media,media
4243905.0,media,media,barata
8.980508377082445e+17,media,media,media
1.0377600428109683e+18,barata,barata,barata
1724900.0,media,media,media
1.2370362561083377e+18,cara,cara,cara
43669497.0,barata,barata,barata
49707418.0,barata,barata,barata
1.1792076955449797e+18,media,barata,barata
9.589120317239267e+17,barata,barata,barata
1.1833126927787692e+18,barata,barata,barata
1.0856520637703919e+18,barata,barata,barata
1.1242440850555355e+18,barata,barata,barata
7.160819940533513e+17,cara,cara,cara
9.587566960509051e+17,media,cara,media
53718874.0,barata,barata,barata
1.0990085456206688e+18,media,media,media
978187.0,cara,media,media
749883.0,cara,media,media
1.374107401455732e+18,media,media,media
9.60028604904404e+17,media,media,barata
9.833122886928598e+17,cara,media,cara
1.2054318078108234e+18,cara,media,media
45945190.0,media,media,media
39894364.0,cara,cara,cara
1.1644374437795423e+18,cara,cara,cara
29571113.0,cara,cara,cara
48957867.0,cara,media,media
1.3021886582259325e+18,cara,cara,cara
43656370.0,media,media,media
49864281.0,media,media,media
26785080.0,barata,barata,barata
7.408096529983452e+17,cara,cara,cara
46947392.0,cara,cara,cara
16393475.0,cara,media,media
1.5088657780585224e+18,barata,barata,barata
8.385469748087718e+17,media,media,media
10467996.0,media,media,media
1673142.0,cara,cara,cara
1.436544511639908e+18,media,media,barata
1014157.0,media,barata,barata
1.4385175318079483e+18,media,barata,barata
11087606.0,barata,barata,barata
41410410.0,barata,barata,barata
1.491421857317839e+18,media,media,media
1.1516002253750154e+18,cara,cara,cara
7.16059641319014e+17,media,media,media
51620545.0,media,cara,cara
16534724.0,barata,barata,barata
6.370423799623187e+17,barata,barata,barata
53932819.0,media,cara,media
6.001582019797773e+17,barata,barata,barata
32610169.0,cara,cara,cara
8.58098349810829e+17,barata,media,media
33075405.0,media,media,media
9.189580667118552e+17,cara,cara,cara
1.516060940261093e+18,barata,media,media
8.292895127799484e+17,media,media,barata
7.783467753747836e+17,barata,barata,barata
1.1705754814979425e+18,cara,cara,cara
1.1613038455754568e+18,media,media,barata
6.056734637246285e+17,media,media,media
8.94969643090722e+17,cara,media,media
25055595.0,barata,barata,barata
1.0776186272850717e+18,barata,media,media
1.1771053470308037e+18,cara,cara,cara
23313380.0,cara,cara,cara
1.0073981387075794e+18,barata,barata,barata
1.1398287458358464e+18,barata,media,barata
8.434674758114883e+17,media,media,media
9.96621566092263e+17,barata,media,cara
25571727.0,barata,barata,barata
